timestamp,vm_id,min cpu,max cpu,avg cpu
0,WN3C8R3g15gnD6zCZE9ZvWZTLTauUNwRYLE8fd0Tfg5WUv5xXYkil1X/luaZOPV2,2.658895491815141,4.256771439885487,3.4933769213532435
300,WN3C8R3g15gnD6zCZE9ZvWZTLTauUNwRYLE8fd0Tfg5WUv5xXYkil1X/luaZOPV2,2.6863715427053543,5.466574212393921,3.690780661469208
600,WN3C8R3g15gnD6zCZE9ZvWZTLTauUNwRYLE8fd0Tfg5WUv5xXYkil1X/luaZOPV2,2.4396949717789447,4.258734061167377,3.317771545092588
900,WN3C8R3g15gnD6zCZE9ZvWZTLTauUNwRYLE8fd0Tfg5WUv5xXYkil1X/luaZOPV2,2.2537355598139097,10.799778144181095,4.336602166749572
1200,WN3C8R3g15gnD6zCZE9ZvWZTLTauUNwRYLE8fd0Tfg5WUv5xXYkil1X/luaZOPV2,2.601166977817781,13.06252738609049,4.507960576463392
1500,WN3C8R3g15gnD6zCZE9ZvWZTLTauUNwRYLE8fd0Tfg5WUv5xXYkil1X/luaZOPV2,2.765772311617384,4.974290929824582,3.388216481748098
1800,WN3C8R3g15gnD6zCZE9ZvWZTLTauUNwRYLE8fd0Tfg5WUv5xXYkil1X/luaZOPV2,2.7378891633007783,4.8156409690942965,3.4809448125155007
2100,WN3C8R3g15gnD6zCZE9ZvWZTLTauUNwRYLE8fd0Tfg5WUv5xXYkil1X/luaZOPV2,2.5995121515169,6.110001203531376,3.8978622331803514
2400,WN3C8R3g15gnD6zCZE9ZvWZTLTauUNwRYLE8fd0Tfg5WUv5xXYkil1X/luaZOPV2,2.4496334971412432,5.565750094508298,3.5794176646537985
2700,WN3C8R3g15gnD6zCZE9ZvWZTLTauUNwRYLE8fd0Tfg5WUv5xXYkil1X/luaZOPV2,2.1117829693560255,5.599288180312559,3.5313587270274653
3000,WN3C8R3g15gnD6zCZE9ZvWZTLTauUNwRYLE8fd0Tfg5WUv5xXYkil1X/luaZOPV2,2.2591691967841707,4.4690972338366555,3.212251786189508
3300,WN3C8R3g15gnD6zCZE9ZvWZTLTauUNwRYLE8fd0Tfg5WUv5xXYkil1X/luaZOPV2,2.808693958077666,5.484801240745704,3.640828032728257
3600,WN3C8R3g15gnD6zCZE9ZvWZTLTauUNwRYLE8fd0Tfg5WUv5xXYkil1X/luaZOPV2,2.28447070108459,5.020148163896694,3.3620505394388727
3900,WN3C8R3g15gnD6zCZE9ZvWZTLTauUNwRYLE8fd0Tfg5WUv5xXYkil1X/luaZOPV2,2.6181895457163145,4.566442800423492,3.4278950774303585
4200,WN3C8R3g15gnD6zCZE9ZvWZTLTauUNwRYLE8fd0Tfg5WUv5xXYkil1X/luaZOPV2,2.751048365307424,5.36080596833549,3.7541957157585606
4500,WN3C8R3g15gnD6zCZE9ZvWZTLTauUNwRYLE8fd0Tfg5WUv5xXYkil1X/luaZOPV2,2.3598603329269934,4.746241565009078,3.431095302408552
4800,WN3C8R3g15gnD6zCZE9ZvWZTLTauUNwRYLE8fd0Tfg5WUv5xXYkil1X/luaZOPV2,2.199345956033387,9.754410896337847,4.763277819990031
5100,WN3C8R3g15gnD6zCZE9ZvWZTLTauUNwRYLE8fd0Tfg5WUv5xXYkil1X/luaZOPV2,2.6492663899874263,6.309028500112436,3.9757822770359432
5400,WN3C8R3g15gnD6zCZE9ZvWZTLTauUNwRYLE8fd0Tfg5WUv5xXYkil1X/luaZOPV2,3.0181123162572283,5.038674341930994,3.7328352559620575
5700,WN3C8R3g15gnD6zCZE9ZvWZTLTauUNwRYLE8fd0Tfg5WUv5xXYkil1X/luaZOPV2,2.508942081078241,6.508240384518078,3.5922727177415394
6000,WN3C8R3g15gnD6zCZE9ZvWZTLTauUNwRYLE8fd0Tfg5WUv5xXYkil1X/luaZOPV2,2.63889543422472,5.511421007859044,3.7674879807485504
6300,WN3C8R3g15gnD6zCZE9ZvWZTLTauUNwRYLE8fd0Tfg5WUv5xXYkil1X/luaZOPV2,2.6948951945651958,24.4504521925902,5.379227450453326
6600,WN3C8R3g15gnD6zCZE9ZvWZTLTauUNwRYLE8fd0Tfg5WUv5xXYkil1X/luaZOPV2,2.5280471745194726,4.388008120254679,3.3800035603866854
6900,WN3C8R3g15gnD6zCZE9ZvWZTLTauUNwRYLE8fd0Tfg5WUv5xXYkil1X/luaZOPV2,2.484247332006563,5.387017329594981,3.644492727673752
7200,WN3C8R3g15gnD6zCZE9ZvWZTLTauUNwRYLE8fd0Tfg5WUv5xXYkil1X/luaZOPV2,2.540756080725708,4.732575364628381,3.2942627748153743
7500,WN3C8R3g15gnD6zCZE9ZvWZTLTauUNwRYLE8fd0Tfg5WUv5xXYkil1X/luaZOPV2,2.605349760148861,7.166904323040357,3.596334713584558
7800,WN3C8R3g15gnD6zCZE9ZvWZTLTauUNwRYLE8fd0Tfg5WUv5xXYkil1X/luaZOPV2,2.7059909466180323,5.459104064851838,3.7363714253210887
8100,WN3C8R3g15gnD6zCZE9ZvWZTLTauUNwRYLE8fd0Tfg5WUv5xXYkil1X/luaZOPV2,2.773027952628676,4.736500291181283,3.510577189670161
8400,WN3C8R3g15gnD6zCZE9ZvWZTLTauUNwRYLE8fd0Tfg5WUv5xXYkil1X/luaZOPV2,2.4324399953607494,10.67216690180862,5.619769471891637
8700,WN3C8R3g15gnD6zCZE9ZvWZTLTauUNwRYLE8fd0Tfg5WUv5xXYkil1X/luaZOPV2,2.6647464175235087,39.83519342951504,7.444237926789113
9000,WN3C8R3g15gnD6zCZE9ZvWZTLTauUNwRYLE8fd0Tfg5WUv5xXYkil1X/luaZOPV2,2.5310568342181874,4.983522140969478,3.7442442430540006
9300,WN3C8R3g15gnD6zCZE9ZvWZTLTauUNwRYLE8fd0Tfg5WUv5xXYkil1X/luaZOPV2,2.491085226960316,6.2642797642325085,3.794168087480237
9600,WN3C8R3g15gnD6zCZE9ZvWZTLTauUNwRYLE8fd0Tfg5WUv5xXYkil1X/luaZOPV2,2.7838342512876277,10.567910534689188,4.539025798166145
9900,WN3C8R3g15gnD6zCZE9ZvWZTLTauUNwRYLE8fd0Tfg5WUv5xXYkil1X/luaZOPV2,2.592306781868728,16.307612549832143,4.596892803391656
10200,WN3C8R3g15gnD6zCZE9ZvWZTLTauUNwRYLE8fd0Tfg5WUv5xXYkil1X/luaZOPV2,2.1525390636073563,4.973569964745204,3.5989470019640777
10500,WN3C8R3g15gnD6zCZE9ZvWZTLTauUNwRYLE8fd0Tfg5WUv5xXYkil1X/luaZOPV2,2.4835586656909268,5.191549722336801,3.419539357043778
10800,WN3C8R3g15gnD6zCZE9ZvWZTLTauUNwRYLE8fd0Tfg5WUv5xXYkil1X/luaZOPV2,2.90068775387332,5.743142721667809,3.6994912928906234
11100,WN3C8R3g15gnD6zCZE9ZvWZTLTauUNwRYLE8fd0Tfg5WUv5xXYkil1X/luaZOPV2,2.8247865720519463,4.67706278129175,3.622998665045015
11400,WN3C8R3g15gnD6zCZE9ZvWZTLTauUNwRYLE8fd0Tfg5WUv5xXYkil1X/luaZOPV2,2.461562814942667,6.227482750045233,3.8629948797496616
11700,WN3C8R3g15gnD6zCZE9ZvWZTLTauUNwRYLE8fd0Tfg5WUv5xXYkil1X/luaZOPV2,2.490795646326499,5.405358642807188,3.2745955853551045
12000,WN3C8R3g15gnD6zCZE9ZvWZTLTauUNwRYLE8fd0Tfg5WUv5xXYkil1X/luaZOPV2,2.6021372967581597,15.340273011720717,6.324705391198589
12300,WN3C8R3g15gnD6zCZE9ZvWZTLTauUNwRYLE8fd0Tfg5WUv5xXYkil1X/luaZOPV2,2.5971694414513644,4.590187614931065,3.494889754257545
12600,WN3C8R3g15gnD6zCZE9ZvWZTLTauUNwRYLE8fd0Tfg5WUv5xXYkil1X/luaZOPV2,3.044650429365098,4.596158261049456,3.7569597239674866
12900,WN3C8R3g15gnD6zCZE9ZvWZTLTauUNwRYLE8fd0Tfg5WUv5xXYkil1X/luaZOPV2,2.7191163357711408,5.144005818955148,3.726480837006125
13200,WN3C8R3g15gnD6zCZE9ZvWZTLTauUNwRYLE8fd0Tfg5WUv5xXYkil1X/luaZOPV2,2.757262427328824,6.376137831666144,3.994636159507019
13500,WN3C8R3g15gnD6zCZE9ZvWZTLTauUNwRYLE8fd0Tfg5WUv5xXYkil1X/luaZOPV2,3.3599236716499634,6.544398300985796,4.133428394591918
13800,WN3C8R3g15gnD6zCZE9ZvWZTLTauUNwRYLE8fd0Tfg5WUv5xXYkil1X/luaZOPV2,2.8016006750223164,5.1287962012323485,3.8750584302353137
14100,WN3C8R3g15gnD6zCZE9ZvWZTLTauUNwRYLE8fd0Tfg5WUv5xXYkil1X/luaZOPV2,2.948655045032467,5.343428561343801,3.7795217571192854
14400,WN3C8R3g15gnD6zCZE9ZvWZTLTauUNwRYLE8fd0Tfg5WUv5xXYkil1X/luaZOPV2,2.730047698925497,6.552370520218055,3.750640531627439
14700,WN3C8R3g15gnD6zCZE9ZvWZTLTauUNwRYLE8fd0Tfg5WUv5xXYkil1X/luaZOPV2,2.6223457493289923,4.508772379681683,3.196763206351614
15000,WN3C8R3g15gnD6zCZE9ZvWZTLTauUNwRYLE8fd0Tfg5WUv5xXYkil1X/luaZOPV2,2.4566921016188923,4.725361441781417,3.224014189051896
15300,WN3C8R3g15gnD6zCZE9ZvWZTLTauUNwRYLE8fd0Tfg5WUv5xXYkil1X/luaZOPV2,2.7155224613595954,4.66215010651224,3.5084062970657977
15600,WN3C8R3g15gnD6zCZE9ZvWZTLTauUNwRYLE8fd0Tfg5WUv5xXYkil1X/luaZOPV2,2.7168929005195186,13.067858142578974,4.541734881895179
