timestamp,vm_id,min cpu,max cpu,avg cpu
0,J/J1cpRXim8NdkciZ5DzkulpoRr41Z0MNT8VuJT+ZNcyudhDdZjkITIBz2BFtVBf,4.095271523234649,5.012551053262585,4.317010289565251
300,J/J1cpRXim8NdkciZ5DzkulpoRr41Z0MNT8VuJT+ZNcyudhDdZjkITIBz2BFtVBf,4.094850291167984,4.884714314464459,4.271363081753232
600,J/J1cpRXim8NdkciZ5DzkulpoRr41Z0MNT8VuJT+ZNcyudhDdZjkITIBz2BFtVBf,4.111117651143193,5.325849326904861,4.324605738552688
900,J/J1cpRXim8NdkciZ5DzkulpoRr41Z0MNT8VuJT+ZNcyudhDdZjkITIBz2BFtVBf,4.105898995938154,5.042396181459507,4.31021828659529
1200,J/J1cpRXim8NdkciZ5DzkulpoRr41Z0MNT8VuJT+ZNcyudhDdZjkITIBz2BFtVBf,4.106197729470535,4.990542071736334,4.279542101775289
1500,J/J1cpRXim8NdkciZ5DzkulpoRr41Z0MNT8VuJT+ZNcyudhDdZjkITIBz2BFtVBf,4.095372680426081,4.9636591162632655,4.287282910108267
1800,J/J1cpRXim8NdkciZ5DzkulpoRr41Z0MNT8VuJT+ZNcyudhDdZjkITIBz2BFtVBf,4.07800280364228,4.993224396445942,4.314812497145241
2100,J/J1cpRXim8NdkciZ5DzkulpoRr41Z0MNT8VuJT+ZNcyudhDdZjkITIBz2BFtVBf,4.079378509333128,4.923878795681767,4.290614969964077
2400,J/J1cpRXim8NdkciZ5DzkulpoRr41Z0MNT8VuJT+ZNcyudhDdZjkITIBz2BFtVBf,4.092318949474966,5.00509759732586,4.308506991262453
2700,J/J1cpRXim8NdkciZ5DzkulpoRr41Z0MNT8VuJT+ZNcyudhDdZjkITIBz2BFtVBf,4.12891156705157,4.997247983827635,4.338999734023396
3000,J/J1cpRXim8NdkciZ5DzkulpoRr41Z0MNT8VuJT+ZNcyudhDdZjkITIBz2BFtVBf,4.087586295844033,4.982644933085047,4.2835881950923
3300,J/J1cpRXim8NdkciZ5DzkulpoRr41Z0MNT8VuJT+ZNcyudhDdZjkITIBz2BFtVBf,4.126185245659888,4.9745713009660655,4.306938587185916
3600,J/J1cpRXim8NdkciZ5DzkulpoRr41Z0MNT8VuJT+ZNcyudhDdZjkITIBz2BFtVBf,4.163368907584976,5.03156599077704,4.36446379643322
3900,J/J1cpRXim8NdkciZ5DzkulpoRr41Z0MNT8VuJT+ZNcyudhDdZjkITIBz2BFtVBf,4.08679142245401,4.99765977883939,4.297390109870246
4200,J/J1cpRXim8NdkciZ5DzkulpoRr41Z0MNT8VuJT+ZNcyudhDdZjkITIBz2BFtVBf,4.1140115854323,5.397923449266012,4.343858715666825
4500,J/J1cpRXim8NdkciZ5DzkulpoRr41Z0MNT8VuJT+ZNcyudhDdZjkITIBz2BFtVBf,4.121935988422063,5.039885912487056,4.320783478788317
4800,J/J1cpRXim8NdkciZ5DzkulpoRr41Z0MNT8VuJT+ZNcyudhDdZjkITIBz2BFtVBf,4.093413999386019,4.969369557271593,4.290139694887396
5100,J/J1cpRXim8NdkciZ5DzkulpoRr41Z0MNT8VuJT+ZNcyudhDdZjkITIBz2BFtVBf,4.147580693852511,5.003908869519055,4.312326664988869
5400,J/J1cpRXim8NdkciZ5DzkulpoRr41Z0MNT8VuJT+ZNcyudhDdZjkITIBz2BFtVBf,4.121833249259033,5.0140266252056644,4.31750805189883
5700,J/J1cpRXim8NdkciZ5DzkulpoRr41Z0MNT8VuJT+ZNcyudhDdZjkITIBz2BFtVBf,4.1044181025219,5.002872521802851,4.300657443840459
6000,J/J1cpRXim8NdkciZ5DzkulpoRr41Z0MNT8VuJT+ZNcyudhDdZjkITIBz2BFtVBf,4.116346356640173,4.968399239997727,4.303079144385905
6300,J/J1cpRXim8NdkciZ5DzkulpoRr41Z0MNT8VuJT+ZNcyudhDdZjkITIBz2BFtVBf,4.104752761870305,5.018503023050313,4.348848183056452
6600,J/J1cpRXim8NdkciZ5DzkulpoRr41Z0MNT8VuJT+ZNcyudhDdZjkITIBz2BFtVBf,4.0916736603166495,19.64950621466712,6.943713152065897
